Status,Parent ID,Parent SKU,Product ID,Product SKU,Product Name,Post Title,Slug,Permalink,Product URI,Description,Excerpt,Product Published,Product Modified,Type,Synlighed,Featured,Virtuel,Downloadable,Price,Sale Price,Net Price,Sale Price Dates From,Sale Price Dates To,Vægt,Weight Unit,Height,Height Unit,Bredde,Width Unit,Length,Length Unit,Category,Tag,Featured Image,Featured Image Thumbnail,Featured Image (Embed),Featured Image Title,Featured Image Caption,Featured Image Alternative Text,Featured Image Description,Product Gallery,Product Gallery Title,Product Gallery Thumbnail,Product Gallery Caption,Product Gallery Alt,Product Gallery (Embed),Product Gallery Description,Tax Status,Tax Class,Shipping Class,Download File Name,Download File URL Path,Download Limit,Download Expiry,Download Type,Manage Stock,Quantity,Stock Status,Allow Backorders,Sold Individually,Total Sales,Grouped Products,Up-Sells,Cross-Sells,External URL,Button Text,Purchase Note,Product Status,Enable Reviews,Review Count,Rating Count,Average Rating,Sort Order,Post Author,Brugernavn,User Role,WordPress SEO - Focus Keyword,WordPress SEO - Meta Description,Attribute: Sort,WordPress SEO - SEO Title,Default Attributes,WordPress SEO - Noindex,WordPress SEO - Follow,WordPress SEO - Google+ Description,WordPress SEO - Facebook Title,WordPress SEO - Facebook Description,WordPress SEO - Facebook Image,WordPress SEO - Twitter Title,WordPress SEO - Twitter Description,WordPress SEO - Twitter Image,WordPress SEO - Canonical URL
,5092,3090,5096,3927,"Lang Abena nitril undersøgelseshandske, blå, pudderfri, 100 stk. - X-Large - stoerrelse: X-Large","Lang Abena nitril undersøgelseshandske, blå, pudderfri, 100 stk. - X-Large",product-385-variation-4-2-2,,https://haandsprit.dk/produkt/lang-abena-nitril-undersogelseshandske/?attribute_stoerrelse=X-Large,Lang blå Abena Nitril størrelse X-Large. 10 x 100,Størrelse: X-Large,07-11-2019,14-12-2019,Variation,Shop and search results,Nej,Nej,Nej,"89,00","65,75","65,75",,,,,,,,,,,Engangshandsker|Engangshandsker>Alt i kategorien engangshandsker|Engangshandsker>Nitrilhandsker|Klinik>Undersøgelseshandsker,,https://haandsprit.dk/wp-content/uploads/2019/11/3927.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/3927-150x150.jpg,,3927,,,,,,,,,,,Taxable,parent,,,,-1,-1,Standard,Nej,,Out of Stock,Nej,Nej,0,,,6917|6918|150180|81133,,,,Publish,Closed,0,,0,4,6,Morten,Administrator,,,,,,,,,,,,,,,
,5092,3090,5095,3924,"Lang Abena nitril undersøgelseshandske, blå, pudderfri, 100 stk. - Small - stoerrelse: Small","Lang Abena nitril undersøgelseshandske, blå, pudderfri, 100 stk. - Small",product-385-variation-3-2-2,,https://haandsprit.dk/produkt/lang-abena-nitril-undersogelseshandske/?attribute_stoerrelse=Small,Lang blå Abena Nitril størrelse Small. 10 x 100,Størrelse: Small,07-11-2019,14-12-2019,Variation,Shop and search results,Nej,Nej,Nej,"89,00","65,75","65,75",,,,,,,,,,,Engangshandsker|Engangshandsker>Alt i kategorien engangshandsker|Engangshandsker>Nitrilhandsker|Klinik>Undersøgelseshandsker,,https://haandsprit.dk/wp-content/uploads/2019/11/3924_in_right.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/3924_in_right-150x150.jpg,,3924_in_right,,,,,,,,,,,Taxable,parent,,,,-1,-1,Standard,Nej,,Out of Stock,Nej,Nej,0,,,6917|6918|150180|81133,,,,Publish,Closed,0,,0,3,6,Morten,Administrator,,,,,,,,,,,,,,,
,5092,3090,5094,3925,"Lang Abena nitril undersøgelseshandske, blå, pudderfri, 100 stk. - Medium - stoerrelse: Medium","Lang Abena nitril undersøgelseshandske, blå, pudderfri, 100 stk. - Medium",product-385-variation-2-2-2,,https://haandsprit.dk/produkt/lang-abena-nitril-undersogelseshandske/?attribute_stoerrelse=Medium,Lang blå Abena Nitril størrelse Medium. 10 x 100,Størrelse: Medium,07-11-2019,25-01-2020,Variation,Shop and search results,Nej,Nej,Nej,"89,00","65,75","65,75",,,,,,,,,,,Engangshandsker|Engangshandsker>Alt i kategorien engangshandsker|Engangshandsker>Nitrilhandsker|Klinik>Undersøgelseshandsker,,https://haandsprit.dk/wp-content/uploads/2019/11/3925.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/3925-150x150.jpg,,3925,,,,,,,,,,,Taxable,parent,,,,-1,-1,Standard,Ja,7,In Stock,Nej,Nej,0,,,6917|6918|150180|81133,,,,Publish,Closed,0,,0,0,6,Morten,Administrator,,,,,,,,,,,,,,,
,5092,3090,5093,3926,"Lang Abena nitril undersøgelseshandske, blå, pudderfri, 100 stk. - Large - stoerrelse: Large","Lang Abena nitril undersøgelseshandske, blå, pudderfri, 100 stk. - Large",product-385-variation-5-2,,https://haandsprit.dk/produkt/lang-abena-nitril-undersogelseshandske/?attribute_stoerrelse=Large,Lang blå Abena Nitril størrelse Large. 10 x 100,Størrelse: Large,07-11-2019,14-12-2019,Variation,Shop and search results,Nej,Nej,Nej,"89,00","65,75","65,75",,,,,,,,,,,Engangshandsker|Engangshandsker>Alt i kategorien engangshandsker|Engangshandsker>Nitrilhandsker|Klinik>Undersøgelseshandsker,,https://haandsprit.dk/wp-content/uploads/2019/11/3926.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/3926-150x150.jpg,,3926,,,,,,,,,,,Taxable,parent,,,,-1,-1,Standard,Nej,,Out of Stock,Nej,Nej,0,,,6917|6918|150180|81133,,,,Publish,Closed,0,,0,1,6,Morten,Administrator,,,,,,,,,,,,,,,
,,,5073,232968,"AMBU Blue Sensor EKG-elektrode, til 4 mm. bananstik, engangs","AMBU Blue Sensor EKG-elektrode, til 4 mm. bananstik, engangs",ambu-blue-sensor-ekg-elektrode-til-4-mm-bananstik-engangs,https://haandsprit.dk/produkt/ambu-blue-sensor-ekg-elektrode-til-4-mm-bananstik-engangs/,https://haandsprit.dk/produkt/ambu-blue-sensor-ekg-elektrode-til-4-mm-bananstik-engangs/,"<strong>AMBU blue Sensor varedeklaration: </strong>

Produktbetegnelse: EKG-elektrode
Varemærke: Blue Sensor
Holdbarhed: 15 måneder efter produktionsdato
Holdbarhed, åbnet: 1 måned
Farve: blå
Features: til bananstik
Engangs/flergangs: engangs
Certifikater: CE
CE-klasse: Klasse I
Direktiver, lovgivning og regler: 93/42/EEC
Produktbeskrivelse: Anvendes til EKG undersøgelse.
Opbevaringsinstruktioner: Opbevares tørt, ved stuetemperatur og ikke i direkte sollys.
Instruktioner vedrørende produktbortskaffelse: Afleveres på miljøstation.
Instruktioner vedrørende bortskaffelse af emballage: Kan genbruges eller forbrændes.","<strong>AMBU Blue Sensor EKG elektrode..</strong>

AMBU varenummer: SU-00-A/60

Til EKG undersøgelse. Engangs.

<strong>1 pakke = 60 stk. (1 kolli = 20 pakker)</strong>

[vcex_button url=""https://haandsprit.dk/wp-content/uploads/2019/11/ambu_brugsanvisning.pdf"" style=""graphical"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Brugsanvisning <i class=""fa fa-file-text"" style=""margin-left: 10px;""></i>[/vcex_button]
</br>
[vcex_button url=""https://haandsprit.dk/wp-content/uploads/2019/11/ambu_pdb.pdf"" style=""graphical"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Produktdatablad <i class=""fa fa-file-text"" style=""margin-left: 10px;""></i>[/vcex_button]
</br>
[vcex_button url=""https://haandsprit.dk/wp-content/uploads/2019/11/ambu_vejledning.pdf"" style=""graphical"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Vejledning <i class=""fa fa-file-text"" style=""margin-left: 10px;""></i>[/vcex_button]
</br>",05-11-2019,16-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"102,37",,"102,37",,,,,,,,,,,Klinik>Laboratorie & test,laboratorie & test,https://haandsprit.dk/wp-content/uploads/2019/11/2009100433.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/2009100433-150x150.jpg,,2009100433,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,20,,232742|224219|201275|227702,232742|224219|201275|227702,,,,Publish,Closed,0,,0,40,6,Morten,Administrator,ambu blue sensor,Køb AMBU Blue Sensor til EKG undersøgelse hos Håndsprit.dk. Udstyr til klinik - overfladedesinfektion - Håndsprit - håndsæbe.,,,,,,,,,,,,,
,,,5070,232819,"Combur 5 urintest, til visuel aflæsning","Combur 5 urintest, til visuel aflæsning",combur-urintest-5,https://haandsprit.dk/produkt/combur-urintest-5/,https://haandsprit.dk/produkt/combur-urintest-5/,"<strong>Varedeklaration: </strong>

Produktbetegnelse: Urinstix
Varemærke: Combur
Holdbarhed: 2 år
Features:5, til visuel aflæsning
Certifikater: CE
Direktiver, lovgivning og regler: IVD Direktivet, 98/79/EC
Produktbeskrivelse: Effektiv urinanalyse på kun 60 sekunder for alle parametre. Combur 5 måler følgende parametre: leukocytter, nitrit, protein, glukose og blod. 
Opbevaringsinstruktioner: Opbevares tørt, ved stuetemperatur og ikke i direkte sollys.
Sikkerhedsinstruktioner og -advarsler: Ved indtagelse af kemikalierne på teststrimlen kontaktes læge. 
Instruktioner vedrørende produktbortskaffelse: Afleveres på miljøstation.
Instruktioner vedrørende bortskaffelse af emballage: Kan genbruges eller forbrændes.","<strong>Combur 5 urintest.</strong>

Effektiv urinanalyse på kun 60 sekunder for alle parametre. Combur 5 måler følgende parametre: leukocytter, nitrit, protein, glukose og blod. 


<strong>1 pakke = 100 test strimler</strong>",05-11-2019,14-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"348,12",,"348,12",,,,,,,,,,,Klinik>Laboratorie & test,laboratorie & test,https://haandsprit.dk/wp-content/uploads/2019/11/2011052306.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/2011052306-150x150.jpg,,2011052306,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,1,,232742|224219|201275|227702,232742|224219|201275|227702,,,,Publish,Closed,0,,0,35,6,Morten,Administrator,combur 5,"Combur 5 urintest. Effektiv urinanalyse på kun 60 sekunder. Combur 5 måler følgende parametre: leukocytter, nitrit, protein, glukose og blod",,,,,,,,,,,,,
,,,5067,210881,"Microporous tape, Abena Curi-Med, 9,14 m x 2,5 cm, hvid, usteril","Microporous tape, Abena Curi-Med, 9,14 m x 2,5 cm, hvid, usteril",microporous-tape-abena-curi-med,https://haandsprit.dk/produkt/microporous-tape-abena-curi-med/,https://haandsprit.dk/produkt/microporous-tape-abena-curi-med/,"<strong>Microporous tape - varedeklaration: </strong>


Produktbetegnelse: Microporous tape
Varemærke: Abena
Vareserie: Curi-Med
Holdbarhed: 3 år
Farve: hvid
Ingredienser/sammensætning: rayon, viskose, acrylatklæb
Features: usteril
Engangs/flergangs: engangs
Længde/dybde: 9,14 m
Bredde: 2,5 cm
Certifikater: CE
CE-klasse: Klasse I
Direktiver, lovgivning og regler: 93/42/EEC
Produktbeskrivelse: Curi-Med Mikroporøs tape er fremstillet af viscose/rayon med en hypoallergen klæber. Tillader huden at ånde. Kan anvendes under røntgenoptagelser og er latex fri. Kan let rives over uden brug af saks. 
Opbevaringsinstruktioner: Opbevares tørt, ved stuetemperatur og ikke i direkte sollys.
Instruktioner vedrørende produktbortskaffelse: Kan bortskaffes med almindeligt husholdningsaffald. 
Instruktioner vedrørende bortskaffelse af emballage: Kan genbruges eller forbrændes.","<strong>Microporous tape.</strong>

Curi-Med Mikroporøs tape er fremstillet af viscose/rayon med en hypoallergen klæber. Tillader huden at ånde. Kan anvendes under røntgenoptagelser og er latex fri. Kan let rives over uden brug af saks.

Størrelse: 2,5 cm x 9,14 meter.

<strong>1 stk. (1 kolli = 12 stk).</strong>",05-11-2019,05-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"8,47",,"8,47",,,,,,,,,,,Førstehjælp|Klinik>Blodprøvetagning|Klinik>Dagligt forbrug|Klinik>Injektion|Klinik>Plaster & forbinding|Overfladedesinfektion>Injektion,klinik,https://haandsprit.dk/wp-content/uploads/2019/11/210881_1.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/210881_1-150x150.jpg,,210881_1,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,2,,6902|6917|6918|224219|1000011771|220617,6917|6918|224219|1000011771|212011|150679|6598,,,,Publish,Closed,0,,0,54,6,Morten,Administrator,microporous tape,"Microporous tape til fiksering. 2,5 cm x 9,14 meter. Køb klinikudstyr på Håndsprit.dk. Altid lave priser og hurtig levering.",,,,,,,,,,,,,
,,,5065,220618,"Micropore tape til fiksering. Hvid med dispenser, 5 cm x 9,1 m.","Micropore tape til fiksering. Hvid med dispenser, 5 cm x 9,1 m.",micropore-tape-til-fiksering-hvid-med-dispenser-5-cm-x-9-m,https://haandsprit.dk/produkt/micropore-tape-til-fiksering-hvid-med-dispenser-5-cm-x-9-m/,https://haandsprit.dk/produkt/micropore-tape-til-fiksering-hvid-med-dispenser-5-cm-x-9-m/,"<strong>Micropore tape til fiksering - varedeklaration: </strong>

Produktbetegnelse: Tape
Varemærke: Micropore
Holdbarhed: 5 år fra produktionsdato
Holdbarhed, åbnet: 5 år
Farve: hvid
Ingredienser/sammensætning: rayonviskose, acrylatklæber
Features: med dispenser
Længde/dybde: 9,1 m
Bredde: 5 cm
CE-klasse: Klasse I
Direktiver, lovgivning og regler: 93/42/EEC
Produktbeskrivelse: Tape af rayonviscose med hudvenlig klæber. Tillader huden at ånde og sidder sikkert selv under fugtige forhold. Kan anvendes i bad. Anvendes til fiksering af bandager, katetre og kanyler. Kan sidde i op til 7 dage.
Opbevaringsinstruktioner: Opbevares tørt, ved stuetemperatur og ikke i direkte sollys.
Instruktioner vedrørende produktbortskaffelse: Kan bortskaffes med almindeligt husholdningsaffald.
Instruktioner vedrørende bortskaffelse af emballage: Kan genbruges eller forbrændes.","<strong>Micropore fikseringstape.</strong>

Tape af rayonviscose med hudvenlig klæber. Tillader huden at ånde og sidder sikkert selv under fugtige forhold. Kan anvendes i bad. Anvendes til fiksering af bandager, katetre og kanyler. Kan sidde i op til 7 dage.

Størrelse: 5 cm x 9,1 meter.

<strong>1 stk. (1 kolli = 6 stk).</strong>",05-11-2019,05-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"32,90",,"32,90",,,,,,,,,,,Klinik>Blodprøvetagning|Klinik>Dagligt forbrug|Klinik>Injektion|Klinik>Plaster & forbinding|Overfladedesinfektion>Injektion,klinik,https://haandsprit.dk/wp-content/uploads/2019/11/2006091505-1.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/2006091505-1-150x150.jpg,,2006091505 (1),,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,7,,6902|6917|6918|224219|1000011771|150150|150146,6917|6918|224219|1000011771|212011|150679|6598,,,,Publish,Closed,0,,0,53,6,Morten,Administrator,micropore tape,"Micropore tape til fiksering. 1,3 cm x 9,1 meter. Køb klinikudstyr på Håndsprit.dk. Altid lave priser og hurtig levering.",,,,,,,,,,,,,
,,,5063,220617,"Micropore tape til fiksering. Hvid med dispenser, 2,5 cm x 9,1 m.","Micropore tape til fiksering. Hvid med dispenser, 2,5 cm x 9,1 m.",micropore-tape-til-fiksering-hvid-med-dispenser-25-mm-x-9-m,https://haandsprit.dk/produkt/micropore-tape-til-fiksering-hvid-med-dispenser-25-mm-x-9-m/,https://haandsprit.dk/produkt/micropore-tape-til-fiksering-hvid-med-dispenser-25-mm-x-9-m/,"<strong>Micropore tape til fiksering - varedeklaration: </strong>

Produktbetegnelse: Tape
Varemærke: Micropore
Holdbarhed: 5 år fra produktionsdato
Holdbarhed, åbnet: 5 år
Farve: hvid
Ingredienser/sammensætning: rayonviskose, acrylatklæber
Features: med dispenser
Længde/dybde: 9,1 m
Bredde: 2,5 cm
CE-klasse: Klasse I
Direktiver, lovgivning og regler: 93/42/EEC
Produktbeskrivelse: Tape af rayonviscose med hudvenlig klæber. Tillader huden at ånde og sidder sikkert selv under fugtige forhold. Kan anvendes i bad. Anvendes til fiksering af bandager, katetre og kanyler. Kan sidde i op til 7 dage.
Opbevaringsinstruktioner: Opbevares tørt, ved stuetemperatur og ikke i direkte sollys.
Instruktioner vedrørende produktbortskaffelse: Kan bortskaffes med almindeligt husholdningsaffald.
Instruktioner vedrørende bortskaffelse af emballage: Kan genbruges eller forbrændes.","<strong>Micropore fikseringstape.</strong>

Tape af rayonviscose med hudvenlig klæber. Tillader huden at ånde og sidder sikkert selv under fugtige forhold. Kan anvendes i bad. Anvendes til fiksering af bandager, katetre og kanyler. Kan sidde i op til 7 dage.

Størrelse: 2,5 cm x 9,1 meter.

<strong>1 stk. (1 kolli = 12 stk).</strong>",05-11-2019,05-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"16,94",,"16,94",,,,,,,,,,,Klinik>Blodprøvetagning|Klinik>Dagligt forbrug|Klinik>Injektion|Klinik>Plaster & forbinding|Overfladedesinfektion>Injektion,klinik,https://haandsprit.dk/wp-content/uploads/2019/11/2006091505-1.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/2006091505-1-150x150.jpg,,2006091505 (1),,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,0,,6902|6917|6918|224219|1000011771|150150|150146,6917|6918|224219|1000011771|212011|150679|6598,,,,Publish,Closed,0,,0,52,6,Morten,Administrator,micropore tape,"Micropore tape til fiksering. 1,3 cm x 9,1 meter. Køb klinikudstyr på Håndsprit.dk. Altid lave priser og hurtig levering.",,,,,,,,,,,,,
,,,5061,220616,"Micropore tape til fiksering. Hvid med dispenser, 1,3 cm x 9,1 m.","Micropore tape til fiksering. Hvid med dispenser, 1,3 cm x 9,1 m.",micropore-tape-til-fiksering-13x91,https://haandsprit.dk/produkt/micropore-tape-til-fiksering-13x91/,https://haandsprit.dk/produkt/micropore-tape-til-fiksering-13x91/,"<strong>Micropore tape til fiksering - varedeklaration: </strong>

Produktbetegnelse: Tape
Varemærke: Micropore
Holdbarhed: 5 år fra produktionsdato
Holdbarhed, åbnet: 5 år
Farve: hvid
Ingredienser/sammensætning: rayonviskose, acrylatklæber
Features: med dispenser
Længde/dybde: 9,1 m
Bredde: 1,3 cm
CE-klasse: Klasse I
Direktiver, lovgivning og regler: 93/42/EEC
Produktbeskrivelse: Tape af rayonviscose med hudvenlig klæber. Tillader huden at ånde og sidder sikkert selv under fugtige forhold. Kan anvendes i bad. Anvendes til fiksering af bandager, katetre og kanyler. Kan sidde i op til 7 dage.
Opbevaringsinstruktioner: Opbevares tørt, ved stuetemperatur og ikke i direkte sollys.
Instruktioner vedrørende produktbortskaffelse: Kan bortskaffes med almindeligt husholdningsaffald.
Instruktioner vedrørende bortskaffelse af emballage: Kan genbruges eller forbrændes.","<strong>Micropore fikseringstape.</strong>

Tape af rayonviscose med hudvenlig klæber. Tillader huden at ånde og sidder sikkert selv under fugtige forhold. Kan anvendes i bad. Anvendes til fiksering af bandager, katetre og kanyler. Kan sidde i op til 7 dage.

Størrelse: 1,3 cm x 9,1 meter.

<strong>1 stk. (1 kolli = 24 stk).</strong>",05-11-2019,05-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"12,59",,"12,59",,,,,,,,,,,Klinik>Blodprøvetagning|Klinik>Dagligt forbrug|Klinik>Injektion|Klinik>Plaster & forbinding|Overfladedesinfektion>Injektion,klinik,https://haandsprit.dk/wp-content/uploads/2019/11/2006091505.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/2006091505-150x150.jpg,,2006091505,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,0,,6902|6917|6918|224219|1000011771|150150|150146,6917|6918|224219|1000011771|212011|150679|6598,,,,Publish,Closed,0,,0,51,6,Morten,Administrator,micropore tape,"Micropore tape til fiksering. 1,3 cm x 9,1 meter. Køb klinikudstyr på Håndsprit.dk. Altid lave priser og hurtig levering.",,,,,,,,,,,,,
,,,5058,212128,"Tungespatel i træ, 100 stk","Tungespatel i træ, 100 stk",tungespatel-i-trae-100-stk,https://haandsprit.dk/produkt/tungespatel-i-trae-100-stk/,https://haandsprit.dk/produkt/tungespatel-i-trae-100-stk/,"<strong>Tungespatel varedeklaration: </strong>

Produktbetegnelse: Tungespatel
Materiale: træ, usteril
Længde: 15 cm
Bredde: 1,7 cm
Tykkelse: 1 mm
Anvendelse: Anvendes i forbindelse med undersøgelser i munden og mundpleje.
Instruktioner vedrørende produktbortskaffelse: Kan bortskaffes med almindeligt husholdningsaffald.
Instruktioner vedrørende bortskaffelse af emballage: Kan genbruges eller forbrændes.","<strong>Tungespatel.</strong>

Anvendes i forbindelse med undersøgelse af mund, mundhule samt til mundpleje. Fremstillet i træ, med bløde kanter.

Størrelse: 150 x 17 x 1 mm.

<strong>Æske med 100 stk.</strong>",05-11-2019,05-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"22,68",,"22,68",,,,,,,,,,,Klinik>Dagligt forbrug,klinik,https://haandsprit.dk/wp-content/uploads/2019/11/2007080207.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/2007080207-150x150.jpg,,2007080207,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,6,,6902|6917|6918|224219|1000011771|150150|150146,6917|6918|224219|1000011771|212011|150679|6598,,,,Publish,Closed,0,,0,56,6,Morten,Administrator,tungespatel,"Tungespatel til undersøgelse af mund, mundhule samt mundpleje. Køb klinikudstyr på Håndsprit.dk. Altid lave priser og hurtig levering.",,,,,,,,,,,,,
,,,5039,11737,"Filtersalt groft til opvaskemaskiner, husholdnings-/underbordsmodeller 2 kg","Filtersalt groft til opvaskemaskiner, husholdnings-/underbordsmodeller 2 kg",filtersalt-groft-til-opvaskemaskiner-husholdnings-underbordsmodeller-2-kg,https://haandsprit.dk/produkt/filtersalt-groft-til-opvaskemaskiner-husholdnings-underbordsmodeller-2-kg/,https://haandsprit.dk/produkt/filtersalt-groft-til-opvaskemaskiner-husholdnings-underbordsmodeller-2-kg/,"Filtersalt groft, 2 kg.","<strong>Filtersalt, groft 2 kg. </strong>

2 kg groft filtersalt til opvaskemaskiner, husholdnings-/underbordsmodeller.

<strong>2 kg (1 kolli = 6 x 2 kg).</strong>

[vcex_button url=""https://haandsprit.dk/wp-content/uploads/2019/11/11737_PI.pdf"" style=""graphical"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Produktinformation <i class=""fa fa-file-text"" style=""margin-left: 10px;""></i>[/vcex_button]
</br>
[vcex_button url=""https://haandsprit.dk/wp-content/uploads/2019/11/11737_SDS.pdf"" style=""graphical"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Sikkerhedssatablad <i class=""fa fa-file-text"" style=""margin-left: 10px;""></i>[/vcex_button]
</br>",03-11-2019,03-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"19,95",,"19,95",,,,,,,,,,,Klinik>Køkken & toilet|Klinik>Laboratorie & test,køkken,https://haandsprit.dk/wp-content/uploads/2019/11/11737.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/11737-150x150.jpg,,11737,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,0,,117613|105591|100288,117613|120223|100288,,,,Publish,Closed,0,,0,152,6,Morten,Administrator,Filtersalt,Køb filtersalt hos Håndsprit.dk. Altid nettets bedste priser og dagsaktuelle tilbud. Filtersalt til husholdningsmaskiner og underbordsmodeller,,,,,,,,,,,,,
,,,5033,11736,"Filtersalt fint til opvaskemaskiner, husholdnings-/underbordsmodeller 2 kg","Filtersalt fint til opvaskemaskiner, husholdnings-/underbordsmodeller 2 kg",filtersalt-fint,https://haandsprit.dk/produkt/filtersalt-fint/,https://haandsprit.dk/produkt/filtersalt-fint/,"Filtersalt fint, 2 kg.","<strong>Filtersalt, fint 2 kg. </strong>

2 kg fint filtersalt til opvaskemaskiner, husholdnings-/underbordsmodeller.

<strong>2 kg (1 kolli = 6 x 2 kg).</strong>

[vcex_button url=""https://haandsprit.dk/wp-content/uploads/2019/11/11736_PI.pdf"" style=""graphical"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Produktinformation <i class=""fa fa-file-text"" style=""margin-left: 10px;""></i>[/vcex_button]
</br>
[vcex_button url=""https://haandsprit.dk/wp-content/uploads/2019/11/11736_SDS.pdf"" style=""graphical"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Sikkerhedssatablad <i class=""fa fa-file-text"" style=""margin-left: 10px;""></i>[/vcex_button]
</br>",03-11-2019,03-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"19,95",,"19,95",,,,,,,,,,,Klinik>Køkken & toilet|Klinik>Laboratorie & test,køkken,https://haandsprit.dk/wp-content/uploads/2019/11/11736.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/11736-150x150.jpg,,11736,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,0,,117613|105591|100288,117613|120223|100288,,,,Publish,Closed,0,,0,151,6,Morten,Administrator,Filtersalt,Køb filtersalt hos Håndsprit.dk. Altid nettets bedste priser og dagsaktuelle tilbud. Filtersalt til husholdningsmaskiner og underbordsmodeller,,,,,,,,,,,,,
,,,5029,114671,"Toiletbørste med skål, sort","Toiletbørste med skål, sort",toiletboerste-med-skaal-sort,https://haandsprit.dk/produkt/toiletboerste-med-skaal-sort/,https://haandsprit.dk/produkt/toiletboerste-med-skaal-sort/,"Sort toiletbørste med skål, fremstillet i sort plast.","<strong>Sort toiletbørste. </strong>

Toiletbørsten leveres inklusive skål og er sort hele vejen igennem.

<strong>1 stk.</strong>",02-11-2019,02-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"20,00",,"20,00",,,,,,,,,,,Klinik>Køkken & toilet|Papirvarer>Toiletpapir,,https://haandsprit.dk/wp-content/uploads/2019/11/114671.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/114671-150x150.jpg,,114671,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,0,,117613|16227-1|105591|100288,117613|120223|16227-1|100288,,,,Publish,Closed,0,,0,159,6,Morten,Administrator,toiletbørste med skål,Toiletbørste i god kvalitet. Køb en ny toiletbørste på Håndsprit.dk i dag og få den leveret i morgen. Hygiejne artikler til hænder og overflader.,,,,,,,,,,,,,
,,,5027,16227-1,"Toiletbørste med firkantet skål, Vikan, hvid","Toiletbørste med firkantet skål, Vikan, hvid",toiletboerste-med-firkantet-skaal-vikan-hvid,https://haandsprit.dk/produkt/toiletboerste-med-firkantet-skaal-vikan-hvid/,https://haandsprit.dk/produkt/toiletboerste-med-firkantet-skaal-vikan-hvid/,,"<strong>Toiletbørste hvid Vikan. </strong>

Hvid Vikan toiletbørste i god kvalitet. Denne toiletbørste koster lidt mere end de billige ""discount-børster"", til gengæld får du en holdbar børste der kan tåle at tage fat.

<strong>1 stk.</strong>",02-11-2019,02-11-2019,Simple Product,Shop and search results,Nej,Nej,Nej,"25,00",,"25,00",,,,,,,,,,,Klinik>Køkken & toilet|Papirvarer>Toiletpapir,,https://haandsprit.dk/wp-content/uploads/2019/11/16227-1.jpg,https://haandsprit.dk/wp-content/uploads/2019/11/16227-1-150x150.jpg,,16227-1,,,,,,,,,,,Taxable,,,,,-1,-1,Standard,Nej,,In Stock,Nej,Nej,0,,117613|105591|100288,117613|120223|100288,,,,Publish,Closed,0,,0,155,6,Morten,Administrator,toiletbørste,Toiletbørste og god kvalitet. Køb en ny toiletbørste på Håndsprit.dk i dag og få den leveret i morgen. Hygiejne artikler til hænder og overflader.,,,,,,,,,,,,,
